txid	host_txids	host_names	diseases
1642852	186751;37951;68878	Anopheles cruzii;Anopheles moucheti;Aedes sp.	
312275	3912;49793;118703;4100;3864;3906;4076;3870;3885;49792;1215880;3888;3907;3920;4102;81866;299721	Vigna unguiculata subsp. unguiculata;Vicia faba var. major;Vicia faba;Petunia x hybrida;Anagyris;Nicotiana clevelandii;Pisum sativum;Lens culinaris;Phaseolus vulgaris;Vicia narbonensis;Datura stramonium;Nicotiana megalosiphon;Anagyris foetida;Sulla coronaria;Vicia faba var. minor;Lupinus albus;Nicotiana benthamiana	
104388	8830	Anatidae	
2870363	8839	Anas platyrhynchos	
1542745	1;4100	root;Nicotiana benthamiana	
73819	172790	Solanum phureja	
1296569	4088;81866;4113	Nicotiana quadrivalvis var. bigelovii;Nicotiana clevelandii;Solanum tuberosum	
1980456	9534;137207	Oligoryzomys longicaudatus;Chlorocebus aethiops	Hantavirus pulmonary syndrome
2094259	1	root	
1398177	90988;74940;7959;13106;141262	Andrias davidianus;Oncorhynchus tshawytscha;Lepomis macrochirus;Pimephales promelas;Ctenopharyngodon idella	
1476485	175694	Andrographis paniculata	
1738045	175694	Andrographis paniculata	
1808970	48101	Angelica dahurica	
352882	258236	Angelonia angustifolia	
1420600	7936	Anguilla anguilla	
150286	7937;7936	Anguilla anguilla;Anguilla japonica	
904722	9534;27675	Choloepus didactylus;Chlorocebus aethiops	
273355	9534;10090	Chlorocebus aethiops;Mus musculus	
1424613	107283	Eliurus majori	
62099	121601	Anomala cuprea	
1769780	1518534;7168;7165	Anopheles dirus;Anopheles coluzzii;Anopheles gambiae	
1903340	1	root	
487311	7165	Anopheles gambiae	
1465751	112268	Anopheles minimus	
2546222	58253	Anopheles triannulatus	
1398939	41429	Anopheles maculipennis	
2099336	247480	Anoxybacillus caldiproteolyticus	
2006072	9913;9534;30457;9238	Pygoscelis adeliae;Chlorocebus aethiops;Pygoscelis papua;Bos taurus	
2006073	9913;9534;30457	Chlorocebus aethiops;Pygoscelis papua;Bos taurus	
2006074	9913;9534;30457;9238	Pygoscelis adeliae;Chlorocebus aethiops;Pygoscelis papua;Bos taurus	
1648481	1	root	
1648482	1	root	
1648483	1	root	
1648484	1	root	
1460071	7119	Antheraea pernyi	
161494	7119	Antheraea pernyi	
2065797	29661	Anthoxanthum odoratum	
664255	78377	Anthurium	
268591	129554	Anticarsia gemmatalis	
31507	7088	Lepidoptera	
1872708	278021	Antonospora locustae	
1608532	9555	Papio anubis	
50290	9505	Aotus trivirgatus	
209529	464929	Aphis	
1897732	307491	Aphis glycines	
2005444	307491	Aphis glycines	
1983569	7460	Apis mellifera	
1983570	1	root	
1100043	7460	Apis mellifera	
168135	4045	Apium graveolens	
2283236	6500	Aplysia californica	
307461	7107;706528;29058;39466;13123	Spodoptera exigua;Apocheima cinerarius;Lymantria dispar;Helicoverpa armigera;Hyphantria cunea	
1036963	10129	Apodemus sylvaticus	
64280	105296;61837	Apodemus argenteus;Apodemus speciosus	Arthropod-borne viral fever
2059312	2034202	Oligoryzomys mattogrossae	
2054409	3750	Malus domestica	
12175	3752;3758;36610;23211;3760;114937;23159;36596	Prunus persica;Prunus armeniaca;Malus sylvestris;Cydonia oblonga;Crataegus;Prunus spinosa;Prunus domestica;Pyrus communis	
73494	3750	Malus domestica	
190808	3750	Malus domestica	
2843704	3750	Malus domestica	
1211388	3750	Malus domestica	
1737346	3750	Malus domestica	
101688	3750	Malus domestica	
2170544	3750	Malus domestica	
12319	3504;3659;3750;13450	Cucumis sativus;Malus domestica;Corylus;Betula	
1779339	3750	Malus domestica	
2164102	3750	Malus domestica	
2164103	3750	Malus domestica	
12895	3750	Malus domestica	
325110	36596;3750;23211	Malus domestica;Prunus armeniaca;Pyrus communis	
28347	3752	Malus sylvestris	
35350	23159;106566;3752;23211	Malus sieboldii;Malus sylvestris;Crataegus;Pyrus communis	
75387	36596	Prunus armeniaca	
307677	88123	Prunus salicina	
1343920	36596	Prunus armeniaca	
1634476	1	root	
2870389	9718;9534	Chlorocebus aethiops;Pusa hispida	
1927013	658610;658609;658602;658611;658607	Castellaniella sp. H13;Aquamicrobium sp. H8;Castellaniella sp. H5;Aquamicrobium sp. H14;Castellaniella sp. H17	
185782	90988;28800	Notemigonus crysoleucas;Pimephales promelas	
1715293	8839;8853	Anas platyrhynchos;Branta canadensis	
1884917	8839;8833	Aix sponsa;Anas platyrhynchos	
1849335	81970	Arabidopsis halleri	
12271	29760;3486;32247;34272;81734;3659;4097;3567;3747;46112;434243;57918;40749;3555;3885;63459;4283;4513;66262;4146;4093;4081;330163;34270;13596	Rubus idaeus;Celosia argentea;Fragaria x ananassa;Amaranthus caudatus;Olea europaea;Solanum lycopersicum;Vitis vinifera;Syringa vulgaris;Fragaria vesca;Chenopodium amaranticolor;Chenopodiastrum hybridum;Chenopodium quinoa;Hordeum vulgare;Hosta fortunei;Phaseolus vulgaris;Nicotiana tabacum;Humulus lupulus;Atriplex hortensis;Ligustrum;Nicotiana rustica;Cornus florida;Beta vulgaris subsp. vulgaris;Cucumis sativus;Phlox;Dysphania ambrosioides	
190809	34270;63459;12271	Syringa vulgaris;Chenopodium quinoa;Arabis mosaic virus	
196399	3486;63459;12271	Chenopodium quinoa;Humulus lupulus;Arabis mosaic virus	
857288	63459;4513;12271;152274	Vitis cinerea var. helleri x Vitis riparia;Hordeum vulgare;Chenopodium quinoa;Arabis mosaic virus	
1921009	108216	Arachis pintoi	
2293273	1	root	
416419	2248	Halorubrum saccharovorum	
41952	259022	Urocitellus parryii kennicottii	
2282642	1	root	
2306727	184783	Areca catechu	
2306623	184783	Areca catechu	
1654603	184783	Areca catechu	
1518603	121589	Grammomys sp.	
2169991	56211;9606;10080;56212;29095	Bolomys;Akodon azarae;Calomys laucha;Homo sapiens;Calomys musculinus	Argentine hemorrhagic fever
1585924	3821	Cajanus cajan	
72201	13347	Armadillidium vulgare	
2018471	7160;317811	Armigeres;Aedes albopictus	
556524	124917	Armigeres subalbatus	
64303	43817;9534	Chlorocebus aethiops;Culicinae	
1457322	9534;13203	Chlorocebus aethiops;Phlebotomus	
405558	264540;4100	Arracacia xanthorrhiza;Nicotiana benthamiana	
2201042	264540	Arracacia xanthorrhiza	
257463	50475	Oxalis tuberosa	
1972716	264540	Arracacia xanthorrhiza	
2170061	1453431;10090	Ornithodoros asperus;Mus musculus	
1692243	458486	Artemisina melana	
1133751	35608	Artemisia annua	
2713256	1665	Arthrobacter globiformis	
2015853	1771959	Arthrobacter sp. ATCC 21022	
2419945	43666	Paeniglutamicibacter sulfureus	
2027883	1771959	Arthrobacter sp. ATCC 21022	
2776851	1665	Arthrobacter globiformis	
1772291	1771959	Arthrobacter sp. ATCC 21022	
2832315	1665	Arthrobacter globiformis	
2419946	1665	Arthrobacter globiformis	
2484217	1665	Arthrobacter globiformis	
2024274	1667	Arthrobacter sp.	
2419947	43666	Paeniglutamicibacter sulfureus	
2419948	1665	Arthrobacter globiformis	
1796994	1771959	Arthrobacter sp. ATCC 21022	
2015815	1771959	Arthrobacter sp. ATCC 21022	
1772293	1771959	Arthrobacter sp. ATCC 21022	
2488953	1771959	Arthrobacter sp. ATCC 21022	
1701798	1771959	Arthrobacter sp. ATCC 21022	
2419949	1665	Arthrobacter globiformis	
1772294	1771959	Arthrobacter sp. ATCC 21022	
2015816	1771959	Arthrobacter sp. ATCC 21022	
1772295	1771959	Arthrobacter sp. ATCC 21022	
2015834	1771959	Arthrobacter sp. ATCC 21022	
2419950	1665	Arthrobacter globiformis	
2419951	1665	Arthrobacter globiformis	
2024275	1771959	Arthrobacter sp. ATCC 21022	
2832317	1665	Arthrobacter globiformis	
1698361	1771959	Arthrobacter sp. ATCC 21022	
2419955	37927	Sinomonas atrocyanea	
1772296	1771959	Arthrobacter sp. ATCC 21022	
2704034	1663	Arthrobacter	
2686080	1771959	Arthrobacter sp. ATCC 21022	
2867479	1771959	Arthrobacter sp. ATCC 21022	
2419956	1665	Arthrobacter globiformis	
2762410	1665	Arthrobacter globiformis	
2419957	1665	Arthrobacter globiformis	
1772326	1771959	Arthrobacter sp. ATCC 21022	
2743905	1771959	Arthrobacter sp. ATCC 21022	
1772297	1771959	Arthrobacter sp. ATCC 21022	
1772298	1771959	Arthrobacter sp. ATCC 21022	
2499003	1771959	Arthrobacter sp. ATCC 21022	
1897428	1771959	Arthrobacter sp. ATCC 21022	
2024277	1771959	Arthrobacter sp. ATCC 21022	
2419609	1665	Arthrobacter globiformis	
1772300	1771959	Arthrobacter sp. ATCC 21022	
2047760	1771959	Arthrobacter sp. ATCC 21022	
2419610	1665	Arthrobacter globiformis	
1772302	1771959	Arthrobacter sp. ATCC 21022	
1772327	1771959	Arthrobacter sp. ATCC 21022	
2591110	1771959	Arthrobacter sp. ATCC 21022	
1772303	1771959	Arthrobacter sp. ATCC 21022	
2419958	1665	Arthrobacter globiformis	
2859474	1771959	Arthrobacter sp. ATCC 21022	
2835951	1665	Arthrobacter globiformis	
2315608	1771959	Arthrobacter sp. ATCC 21022	
2885973	1665	Arthrobacter globiformis	
2250412	1771959	Arthrobacter sp. ATCC 21022	
1796995	1771959	Arthrobacter sp. ATCC 21022	
2419959	1665	Arthrobacter globiformis	
1796996	1771959	Arthrobacter sp. ATCC 21022	
2794944	1771959	Arthrobacter sp. ATCC 21022	
1772304	1771959	Arthrobacter sp. ATCC 21022	
2653270	1665	Arthrobacter globiformis	
2588498	1771959	Arthrobacter sp. ATCC 21022	
1772305	1771959	Arthrobacter sp. ATCC 21022	
2488780	1665	Arthrobacter globiformis	
2015860	1771959	Arthrobacter sp. ATCC 21022	
2499008	1771959	Arthrobacter sp. ATCC 21022	
2832319	1665	Arthrobacter globiformis	
2599828	1771959	Arthrobacter sp. ATCC 21022	
2499009	1665	Arthrobacter globiformis	
2743906	1771959	Arthrobacter sp. ATCC 21022	
2250414	1771959	Arthrobacter sp. ATCC 21022	
1772307	1771959	Arthrobacter sp. ATCC 21022	
2484218	1665	Arthrobacter globiformis	
2015839	1771959	Arthrobacter sp. ATCC 21022	
1796997	1771959	Arthrobacter sp. ATCC 21022	
2656526	1771959	Arthrobacter sp. ATCC 21022	
2015865	1771959	Arthrobacter sp. ATCC 21022	
1897429	1771959	Arthrobacter sp. ATCC 21022	
2419965	1665	Arthrobacter globiformis	
2836007	1665	Arthrobacter globiformis	
2776856	1665	Arthrobacter globiformis	
2024282	1771959	Arthrobacter sp. ATCC 21022	
1772310	1771959	Arthrobacter sp. ATCC 21022	
1772328	1771959	Arthrobacter sp. ATCC 21022	
1772311	1771959	Arthrobacter sp. ATCC 21022	
2603260	1665	Arthrobacter globiformis	
2419967	1665	Arthrobacter globiformis	
1772314	1771959	Arthrobacter sp. ATCC 21022	
2885974	1665	Arthrobacter globiformis	
2419611	1665	Arthrobacter globiformis	
2250416	1771959	Arthrobacter sp. ATCC 21022	
2024283	1771959	Arthrobacter sp. ATCC 21022	
2704035	1665	Arthrobacter globiformis	
2836091	1665	Arthrobacter globiformis	
2510495	1665	Arthrobacter globiformis	
1772315	1771959	Arthrobacter sp. ATCC 21022	
1772319	1771959	Arthrobacter sp. ATCC 21022	
2790983	1665	Arthrobacter globiformis	
2024279	1771959	Arthrobacter sp. ATCC 21022	
2599838	1665	Arthrobacter globiformis	
2768133	1665	Arthrobacter globiformis	
2047867	1771959	Arthrobacter sp. ATCC 21022	
1414742	1667	Arthrobacter sp.	
1566993	1667	Arthrobacter sp.	
2593333	1665	Arthrobacter globiformis	
2832322	1665	Arthrobacter globiformis	
2499021	1771959	Arthrobacter sp. ATCC 21022	
1772322	1771959	Arthrobacter sp. ATCC 21022	
2015873	1771959	Arthrobacter sp. ATCC 21022	
2790985	1665	Arthrobacter globiformis	
2591069	1771959	Arthrobacter sp. ATCC 21022	
2419970	1665	Arthrobacter globiformis	
2603257	1771959	Arthrobacter sp. ATCC 21022	
1131485	9417	Artibeus jamaicensis	
46075	174463;75947;200313;122557;59895;268023;58643;53160	Nicotiana occidentalis;Helminthotheca echioides;Cynara cardunculus var. scolymus;Urospermum dalechampii;Hypochaeris;Crepis neglecta;Lactuca virosa;Lamium amplexicaule	
46076	59895	Cynara cardunculus var. scolymus	
12142	59895	Cynara cardunculus var. scolymus	
362830	64459	Pieris rapae	
904698	10088	Mus	
1027880	113195	Asclepias viridis	
1945850	102211	Benincasa hispida	
2249930	126866	Oceanodroma homochroa	
351427	3760	Prunus persica	
351426	3760;102107	Prunus mume;Prunus persica	
351428	3760	Prunus persica	
443746	4686;63459;4100	Chenopodium quinoa;Nicotiana benthamiana;Asparagus officinalis	
39681	4686;63459;4685	Asparagus;Chenopodium quinoa;Asparagus officinalis	
445435	130426;4686;63459	Allium chinense;Chenopodium quinoa;Asparagus officinalis	
1087068	63131	Aspergillus foetidus	
1087070	63131	Aspergillus foetidus	
2250452	746128	Aspergillus fumigatus	
2250469	746128	Aspergillus fumigatus	
358008	40380;3906	Aspergillus ochraceus;Vicia faba	
1522179	33640	Asterionellopsis glacialis	
1671382	188338	Coracias garrulus	
568715	9606	Homo sapiens	
858367	9606;10116	Homo sapiens;Rattus norvegicus	
683172	9606	Homo sapiens	
1247114	9606	Homo sapiens	
767521	9606	Homo sapiens	
645687	9606	Homo sapiens	
683174	9606	Homo sapiens	
1247113	9606	Homo sapiens	
1137931	9823	Sus scrofa	
1611435	141292	Asystasia gangetica	
35243	9511;9534	Ateles sp.;Chlorocebus aethiops	
85618	9506	Ateles	
2315724	27406	Cherax quadricarinatus	
37961	47741	Atkinsonella hypoxylon	
1489836	8030	Salmo salar	
348296	8030	Salmo salar	
1711685	265785	Atractylodes macrocephala	
1702121	265785	Atractylodes macrocephala	
1873455	9825	Sus scrofa domesticus	
44158	7158	Aedes	
1503929	1503040	Aurantimonas sp. C5-1	
674971	1907177	Schizochytrium sp.	
1474867	44056	Aureococcus anophagefferens	
2026601	59189;376584	Anopheles hinesorum;Anopheles annulipes	
190810	29760	Vitis vinifera	
46015	7088	Lepidoptera	
1810950	59655	Ixodes uriae	
1239437	9103	Meleagris gallopavo	
1239439	8839;9103	Anas platyrhynchos;Meleagris gallopavo	
341671	9031	Gallus gallus	
219704	9031;9534;93934	Gallus gallus;Coturnix japonica;Chlorocebus aethiops	
281492	9031	Gallus gallus	
11870	9091	Coturnix coturnix	
11958	9031;9091	Gallus gallus;Coturnix coturnix	
93465	9031	Gallus gallus	
1002273	9031	Gallus gallus	
2364132	1	root	
2907992	9031	Gallus gallus	
284515	9031	Gallus gallus	
11946	9031	Gallus gallus	
11864	9031	Gallus gallus	
363745	9031;8782	Gallus gallus;Aves	
1401444	9031	Gallus gallus	
2560310	9031;107377	Gallus gallus;Gallinago gallinago	
2560313	9031;9823;9986;10036;93934;9615;9606;9913;9534	Chlorocebus aethiops;Mesocricetus auratus;Bos taurus;Homo sapiens;Oryctolagus cuniculus;Gallus gallus;Sus scrofa;Canis lupus familiaris;Coturnix japonica	
2560314	8910	Laridae	
2560315	9534;13146	Chlorocebus aethiops;Melopsittacus undulatus	
2560316	9031;8843	Gallus gallus;Anser anser	
2560317	9606;9534;10026;9103;8782;8930	Chlorocebus aethiops;Aves;Cricetinae;Homo sapiens;Columbidae;Meleagris gallopavo	
2560318	9606;9031;8853	Homo sapiens;Gallus gallus;Branta canadensis	
38525	9534	Chlorocebus aethiops	
227731	9534;8855	Chlorocebus aethiops;Cairina moschata	
519376	9534;9103	Chlorocebus aethiops;Meleagris gallopavo	
11866	9031	Gallus gallus	
11867	9031	Gallus gallus	
11868	9031	Gallus gallus	
336960	9031	Gallus gallus	
2560319	8839;9031	Anas platyrhynchos;Gallus gallus	
2560320	9031;8838	Gallus gallus;Mareca penelope	
2560326	8839;9031;9534;10036	Anas platyrhynchos;Gallus gallus;Mesocricetus auratus;Chlorocebus aethiops	
38170	9031	Gallus gallus	
2560327	9103	Meleagris gallopavo	
1928005	9534	Chlorocebus aethiops	
1983777	9031;279940	Gallus gallus;Calidris fuscicollis	
28274	75857	Anas rubripes	
1401445	9031;10036;9615;9606;8847;9913;9534	Chlorocebus aethiops;Mesocricetus auratus;Anser sp.;Bos taurus;Homo sapiens;Gallus gallus;Canis lupus familiaris	
862945	79626;9031;9534	Eudyptes chrysocome;Gallus gallus;Chlorocebus aethiops	
2006690	9031;8838;8839;75854;8832;75839	Anas platyrhynchos;Anas crecca;Aix galericulata;Anas poecilorhyncha;Gallus gallus;Mareca penelope	
11874	9031	Gallus gallus	
11878	9031;93934	Gallus gallus;Coturnix japonica	
1844928	1	root	
691956	8839	Anas platyrhynchos	
318490	9072	Phasianinae	
2849512	9103	Meleagris gallopavo	
1766559	9031	Gallus gallus	
12896	3435;128608	Persea americana;Cinnamomum verum	
1941437	1	root	
1618232	98293	Austrovenus stutchburyi	
1618233	453440;98293	Amphibola crenata;Austrovenus stutchburyi	
1618234	549457	Paphies subtriangulata	
1618235	98293	Austrovenus stutchburyi	
1618236	453440;98293	Amphibola crenata;Austrovenus stutchburyi	
1618237	549457	Paphies subtriangulata	
1618238	549457	Paphies subtriangulata	
1618239	98293	Austrovenus stutchburyi	
1618240	98293	Austrovenus stutchburyi	
1618241	1	root	
1618242	453440	Amphibola crenata	
1618243	98293	Austrovenus stutchburyi	
1618244	549457	Paphies subtriangulata	
1618245	549457	Paphies subtriangulata	
1618246	549457	Paphies subtriangulata	
1618247	549457	Paphies subtriangulata	
1618248	549457	Paphies subtriangulata	
1618249	453440;98293;549457	Amphibola crenata;Austrovenus stutchburyi;Paphies subtriangulata	
1618250	549457	Paphies subtriangulata	
1618251	549457	Paphies subtriangulata	
1618252	549457	Paphies subtriangulata	
1618253	549457	Paphies subtriangulata	
1618254	98293	Austrovenus stutchburyi	
1618255	98293	Austrovenus stutchburyi	
1618256	98293	Austrovenus stutchburyi	
1618257	549457	Paphies subtriangulata	
1618258	98293	Austrovenus stutchburyi	
1618259	549457	Paphies subtriangulata	
1618260	453440;98293	Amphibola crenata;Austrovenus stutchburyi	
1476487	217170	Axonopus compressus	
2756242	9940	Ovis aries	
1920526	511435	Candidatus Azobacteroides pseudotrichonymphae	
467481	192	Azospirillum brasilense	
2060511	126820;66262;63459;35926;262696;3649	Carica papaya;Senna occidentalis;Chenopodium quinoa;Vasconcellea x heilbornii;Chenopodium amaranticolor;Vasconcellea cundinamarcensis	
48540	8782	Aves	
1298385	9555	Papio anubis	
153301	9555;9606;9556;36229;10090	Papio ursinus;Papio anubis;Homo sapiens;Papio cynocephalus;Mus musculus	
11764	9554;9565	Theropithecus gelada;Papio	
75888	9534;9556	Chlorocebus aethiops;Papio cynocephalus	
1379694	1	root	
2601652	1423	Bacillus subtilis	
458639	1428	Bacillus thuringiensis	
2601660	1423	Bacillus subtilis	
2785079	391289	Bacillus sp. 6k512	
2880539	1396	Bacillus cereus	
2880537	1189615	Bacillus pumilus BL8	
2880538	1392	Bacillus anthracis	
1815509	224308	Bacillus subtilis subsp. subtilis str. 168	
1874000	29339	Bacillus thuringiensis serovar kurstaki	
1698451	29339	Bacillus thuringiensis serovar kurstaki	
1141133	1396	Bacillus cereus	
1126949	1396	Bacillus cereus	
1567487	1218173	Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604	
236750	1428	Bacillus thuringiensis	
2756144	29339	Bacillus thuringiensis serovar kurstaki	
1296654	526970	Bacillus cereus BGSC 6E1	
57477	1396	Bacillus cereus	
294382	79879	Evansella clarkii	
1136534	1396	Bacillus cereus	
1118064	86661	Bacillus cereus group	
584892	1396	Bacillus cereus	
1126950	1396	Bacillus cereus	
1129192	1396	Bacillus cereus	
